"N_BacBac";"P_BacBac";"N_BacDino";"P_BacDino";"N_DinoDino";"P_DinoDino";"N_AAutres";"P_AAutres";"N_asso";"N_bac";"P_bac";"N_dino";"P_dino";"N_autres";"P_autres";"N_taxons"
"853";0,279031730454694;933;0,305201177625123;265;0,0866862937520445;1006;0,329080798168139;3057;65;0,52;37;0,296;23;0,184;125
"854";0,279358848544325;930;0,304219823356232;282;0,0922473012757605;991;0,324174026823683;3057;65;0,52;37;0,296;23;0,184;125
"842";0,27543343146876;900;0,294406280667321;269;0,0879947661105659;1046;0,342165521753353;3057;65;0,52;37;0,296;23;0,184;125
"830";0,271508014393196;941;0,307818122342166;262;0,0857049394831534;1024;0,334968923781485;3057;65;0,52;37;0,296;23;0,184;125
"818";0,267582597317632;951;0,311089303238469;244;0,079816813869807;1044;0,341511285574092;3057;65;0,52;37;0,296;23;0,184;125
"826";0,270199542034675;963;0,315014720314033;250;0,0817795224075891;1018;0,333006215243703;3057;65;0,52;37;0,296;23;0,184;125
"802";0,262348707883546;985;0,322211318285901;258;0,084396467124632;1012;0,331043506705921;3057;65;0,52;37;0,296;23;0,184;125
"806";0,263657180242067;940;0,307491004252535;261;0,0853778213935231;1050;0,343473994111874;3057;65;0,52;37;0,296;23;0,184;125
"801";0,262021589793916;939;0,307163886162905;277;0,0906117108276088;1040;0,340202813215571;3057;65;0,52;37;0,296;23;0,184;125
"840";0,2747791952895;953;0,31174353941773;258;0,084396467124632;1006;0,329080798168139;3057;65;0,52;37;0,296;23;0,184;125
"811";0,265292770690219;953;0,31174353941773;254;0,0830879947661106;1039;0,33987569512594;3057;65;0,52;37;0,296;23;0,184;125
"830";0,271508014393196;958;0,313379129865882;262;0,0857049394831534;1007;0,329407916257769;3057;65;0,52;37;0,296;23;0,184;125
"809";0,264638534510958;932;0,304874059535492;242;0,0791625776905463;1074;0,351324828263003;3057;65;0,52;37;0,296;23;0,184;125
"837";0,273797841020608;964;0,315341838403664;266;0,0870134118416748;990;0,323846908734053;3057;65;0,52;37;0,296;23;0,184;125
"840";0,2747791952895;927;0,303238469087341;271;0,0886490022898266;1019;0,333333333333333;3057;65;0,52;37;0,296;23;0,184;125
"859";0,280994438992476;934;0,305528295714753;275;0,0899574746483481;989;0,323519790644423;3057;65;0,52;37;0,296;23;0,184;125
"815";0,266601243048741;953;0,31174353941773;276;0,0902845927379784;1013;0,331370624795551;3057;65;0,52;37;0,296;23;0,184;125
"837";0,273797841020608;976;0,319267255479228;246;0,0804710500490677;998;0,326463853451096;3057;65;0,52;37;0,296;23;0,184;125
"792";0,259077526987242;961;0,314360484134773;251;0,0821066404972195;1053;0,344455348380765;3057;65;0,52;37;0,296;23;0,184;125
"824";0,269545305855414;947;0,309780830879948;255;0,0834151128557409;1031;0,337258750408898;3057;65;0,52;37;0,296;23;0,184;125
"800";0,261694471704285;957;0,313052011776251;266;0,0870134118416748;1034;0,338240104677789;3057;65;0,52;37;0,296;23;0,184;125
"848";0,277396140006542;932;0,304874059535492;280;0,0915930650964998;997;0,326136735361465;3057;65;0,52;37;0,296;23;0,184;125
"829";0,271180896303566;955;0,312397775596991;252;0,0824337585868499;1021;0,333987569512594;3057;65;0,52;37;0,296;23;0,184;125
"802";0,262348707883546;950;0,310762185148839;259;0,0847235852142623;1046;0,342165521753353;3057;65;0,52;37;0,296;23;0,184;125
"776";0,253843637553157;969;0,316977428851816;264;0,0863591756624141;1048;0,342819757932614;3057;65;0,52;37;0,296;23;0,184;125
"853";0,279031730454694;929;0,303892705266601;253;0,0827608766764802;1022;0,334314687602224;3057;65;0,52;37;0,296;23;0,184;125
"825";0,269872423945044;937;0,306509649983644;254;0,0830879947661106;1041;0,340529931305201;3057;65;0,52;37;0,296;23;0,184;125
"816";0,266928361138371;971;0,317631665031076;272;0,088976120379457;998;0,326463853451096;3057;65;0,52;37;0,296;23;0,184;125
"837";0,273797841020608;942;0,308145240431796;269;0,0879947661105659;1009;0,33006215243703;3057;65;0,52;37;0,296;23;0,184;125
"810";0,264965652600589;932;0,304874059535492;281;0,0919201831861302;1034;0,338240104677789;3057;65;0,52;37;0,296;23;0,184;125
"846";0,276741903827282;934;0,305528295714753;258;0,084396467124632;1019;0,333333333333333;3057;65;0,52;37;0,296;23;0,184;125
"803";0,262675825973176;975;0,318940137389598;248;0,0811252862283284;1031;0,337258750408898;3057;65;0,52;37;0,296;23;0,184;125
"816";0,266928361138371;951;0,311089303238469;258;0,084396467124632;1032;0,337585868498528;3057;65;0,52;37;0,296;23;0,184;125
"828";0,270853778213935;941;0,307818122342166;263;0,0860320575727838;1025;0,335296041871115;3057;65;0,52;37;0,296;23;0,184;125
"843";0,275760549558391;953;0,31174353941773;268;0,0876676480209356;993;0,324828263002944;3057;65;0,52;37;0,296;23;0,184;125
"850";0,278050376185803;931;0,304546941445862;272;0,088976120379457;1004;0,328426561988878;3057;65;0,52;37;0,296;23;0,184;125
"837";0,273797841020608;959;0,313706247955512;235;0,0768727510631338;1026;0,335623159960746;3057;65;0,52;37;0,296;23;0,184;125
"821";0,268563951586523;981;0,32090284592738;262;0,0857049394831534;993;0,324828263002944;3057;65;0,52;37;0,296;23;0,184;125
"787";0,257441936539091;973;0,318285901210337;250;0,0817795224075891;1047;0,342492639842983;3057;65;0,52;37;0,296;23;0,184;125
"833";0,272489368662087;939;0,307163886162905;274;0,0896303565587177;1011;0,33071638861629;3057;65;0,52;37;0,296;23;0,184;125
"813";0,26594700686948;939;0,307163886162905;251;0,0821066404972195;1054;0,344782466470396;3057;65;0,52;37;0,296;23;0,184;125
"796";0,260385999345764;999;0,326790971540726;241;0,0788354596009159;1021;0,333987569512594;3057;65;0,52;37;0,296;23;0,184;125
"789";0,258096172718351;982;0,32122996401701;258;0,084396467124632;1028;0,336277396140007;3057;65;0,52;37;0,296;23;0,184;125
"826";0,270199542034675;935;0,305855413804383;279;0,0912659470068695;1017;0,332679097154073;3057;65;0,52;37;0,296;23;0,184;125
"807";0,263984298331698;971;0,317631665031076;265;0,0866862937520445;1014;0,331697742885182;3057;65;0,52;37;0,296;23;0,184;125
"832";0,272162250572457;932;0,304874059535492;273;0,0893032384690873;1020;0,333660451422964;3057;65;0,52;37;0,296;23;0,184;125
"821";0,268563951586523;911;0,298004579653255;273;0,0893032384690873;1052;0,344128230291135;3057;65;0,52;37;0,296;23;0,184;125
"794";0,259731763166503;960;0,314033366045142;269;0,0879947661105659;1034;0,338240104677789;3057;65;0,52;37;0,296;23;0,184;125
"818";0,267582597317632;943;0,308472358521426;274;0,0896303565587177;1022;0,334314687602224;3057;65;0,52;37;0,296;23;0,184;125
"845";0,276414785737651;932;0,304874059535492;266;0,0870134118416748;1014;0,331697742885182;3057;65;0,52;37;0,296;23;0,184;125
"836";0,273470722930978;907;0,296696107294733;267;0,0873405299313052;1047;0,342492639842983;3057;65;0,52;37;0,296;23;0,184;125
"855";0,279685966633955;948;0,310107948969578;264;0,0863591756624141;990;0,323846908734053;3057;65;0,52;37;0,296;23;0,184;125
"834";0,272816486751717;926;0,30291135099771;275;0,0899574746483481;1022;0,334314687602224;3057;65;0,52;37;0,296;23;0,184;125
"794";0,259731763166503;977;0,319594373568858;259;0,0847235852142623;1027;0,335950278050376;3057;65;0,52;37;0,296;23;0,184;125
"836";0,273470722930978;942;0,308145240431796;261;0,0853778213935231;1018;0,333006215243703;3057;65;0,52;37;0,296;23;0,184;125
"817";0,267255479228001;922;0,301602878639189;272;0,088976120379457;1046;0,342165521753353;3057;65;0,52;37;0,296;23;0,184;125
"817";0,267255479228001;956;0,312724893686621;251;0,0821066404972195;1033;0,337912986588158;3057;65;0,52;37;0,296;23;0,184;125
"815";0,266601243048741;929;0,303892705266601;274;0,0896303565587177;1039;0,33987569512594;3057;65;0,52;37;0,296;23;0,184;125
"800";0,261694471704285;978;0,319921491658489;243;0,0794896957801766;1036;0,338894340857049;3057;65;0,52;37;0,296;23;0,184;125
"813";0,26594700686948;968;0,316650310762185;237;0,0775269872423945;1039;0,33987569512594;3057;65;0,52;37;0,296;23;0,184;125
"791";0,258750408897612;960;0,314033366045142;278;0,0909388289172391;1028;0,336277396140007;3057;65;0,52;37;0,296;23;0,184;125
"834";0,272816486751717;954;0,31207065750736;260;0,0850507033038927;1009;0,33006215243703;3057;65;0,52;37;0,296;23;0,184;125
"824";0,269545305855414;932;0,304874059535492;260;0,0850507033038927;1041;0,340529931305201;3057;65;0,52;37;0,296;23;0,184;125
"839";0,274452077199869;923;0,301929996728819;274;0,0896303565587177;1021;0,333987569512594;3057;65;0,52;37;0,296;23;0,184;125
"849";0,277723258096173;936;0,306182531894014;236;0,0771998691527642;1036;0,338894340857049;3057;65;0,52;37;0,296;23;0,184;125
"832";0,272162250572457;955;0,312397775596991;274;0,0896303565587177;996;0,325809617271835;3057;65;0,52;37;0,296;23;0,184;125
"807";0,263984298331698;968;0,316650310762185;264;0,0863591756624141;1018;0,333006215243703;3057;65;0,52;37;0,296;23;0,184;125
"837";0,273797841020608;911;0,298004579653255;267;0,0873405299313052;1042;0,340857049394832;3057;65;0,52;37;0,296;23;0,184;125
"830";0,271508014393196;938;0,306836768073274;268;0,0876676480209356;1021;0,333987569512594;3057;65;0,52;37;0,296;23;0,184;125
"827";0,270526660124305;926;0,30291135099771;273;0,0893032384690873;1031;0,337258750408898;3057;65;0,52;37;0,296;23;0,184;125
"811";0,265292770690219;947;0,309780830879948;265;0,0866862937520445;1034;0,338240104677789;3057;65;0,52;37;0,296;23;0,184;125
"825";0,269872423945044;953;0,31174353941773;260;0,0850507033038927;1019;0,333333333333333;3057;65;0,52;37;0,296;23;0,184;125
"834";0,272816486751717;933;0,305201177625123;266;0,0870134118416748;1024;0,334968923781485;3057;65;0,52;37;0,296;23;0,184;125
"810";0,264965652600589;930;0,304219823356232;281;0,0919201831861302;1036;0,338894340857049;3057;65;0,52;37;0,296;23;0,184;125
"814";0,26627412495911;949;0,310435067059208;267;0,0873405299313052;1027;0,335950278050376;3057;65;0,52;37;0,296;23;0,184;125
"846";0,276741903827282;969;0,316977428851816;252;0,0824337585868499;990;0,323846908734053;3057;65;0,52;37;0,296;23;0,184;125
"851";0,278377494275433;922;0,301602878639189;244;0,079816813869807;1040;0,340202813215571;3057;65;0,52;37;0,296;23;0,184;125
"842";0,27543343146876;946;0,309453712790317;250;0,0817795224075891;1019;0,333333333333333;3057;65;0,52;37;0,296;23;0,184;125
"819";0,267909715407262;986;0,322538436375532;254;0,0830879947661106;998;0,326463853451096;3057;65;0,52;37;0,296;23;0,184;125
"846";0,276741903827282;945;0,309126594700687;262;0,0857049394831534;1004;0,328426561988878;3057;65;0,52;37;0,296;23;0,184;125
"797";0,260713117435394;977;0,319594373568858;264;0,0863591756624141;1019;0,333333333333333;3057;65;0,52;37;0,296;23;0,184;125
"817";0,267255479228001;930;0,304219823356232;265;0,0866862937520445;1045;0,341838403663723;3057;65;0,52;37;0,296;23;0,184;125
"874";0,285901210336932;902;0,295060516846582;278;0,0909388289172391;1003;0,328099443899248;3057;65;0,52;37;0,296;23;0,184;125
"798";0,261040235525025;955;0,312397775596991;274;0,0896303565587177;1030;0,336931632319267;3057;65;0,52;37;0,296;23;0,184;125
"824";0,269545305855414;929;0,303892705266601;260;0,0850507033038927;1044;0,341511285574092;3057;65;0,52;37;0,296;23;0,184;125
"838";0,274124959110239;950;0,310762185148839;246;0,0804710500490677;1023;0,334641805691855;3057;65;0,52;37;0,296;23;0,184;125
"855";0,279685966633955;920;0,300948642459928;254;0,0830879947661106;1028;0,336277396140007;3057;65;0,52;37;0,296;23;0,184;125
"813";0,26594700686948;952;0,311416421328099;254;0,0830879947661106;1038;0,33954857703631;3057;65;0,52;37;0,296;23;0,184;125
"801";0,262021589793916;944;0,308799476611057;257;0,0840693490350016;1055;0,345109584560026;3057;65;0,52;37;0,296;23;0,184;125
"806";0,263657180242067;933;0,305201177625123;258;0,084396467124632;1060;0,346745175008178;3057;65;0,52;37;0,296;23;0,184;125
"749";0,245011449133137;942;0,308145240431796;268;0,0876676480209356;1098;0,359175662414132;3057;65;0,52;37;0,296;23;0,184;125
"834";0,272816486751717;937;0,306509649983644;244;0,079816813869807;1042;0,340857049394832;3057;65;0,52;37;0,296;23;0,184;125
"791";0,258750408897612;971;0,317631665031076;245;0,0801439319594374;1050;0,343473994111874;3057;65;0,52;37;0,296;23;0,184;125
"807";0,263984298331698;963;0,315014720314033;268;0,0876676480209356;1019;0,333333333333333;3057;65;0,52;37;0,296;23;0,184;125
"828";0,270853778213935;958;0,313379129865882;265;0,0866862937520445;1006;0,329080798168139;3057;65;0,52;37;0,296;23;0,184;125
"808";0,264311416421328;979;0,320248609748119;255;0,0834151128557409;1015;0,332024860974812;3057;65;0,52;37;0,296;23;0,184;125
"817";0,267255479228001;960;0,314033366045142;269;0,0879947661105659;1011;0,33071638861629;3057;65;0,52;37;0,296;23;0,184;125
"820";0,268236833496892;972;0,317958783120707;270;0,0883218842001963;995;0,325482499182205;3057;65;0,52;37;0,296;23;0,184;125
"858";0,280667320902846;922;0,301602878639189;268;0,0876676480209356;1009;0,33006215243703;3057;65;0,52;37;0,296;23;0,184;125
"841";0,27510631337913;958;0,313379129865882;241;0,0788354596009159;1017;0,332679097154073;3057;65;0,52;37;0,296;23;0,184;125
"842";0,27543343146876;933;0,305201177625123;262;0,0857049394831534;1020;0,333660451422964;3057;65;0,52;37;0,296;23;0,184;125
"828";0,270853778213935;961;0,314360484134773;251;0,0821066404972195;1017;0,332679097154073;3057;65;0,52;37;0,296;23;0,184;125
"818";0,267582597317632;926;0,30291135099771;304;0,0994438992476284;1009;0,33006215243703;3057;65;0,52;37;0,296;23;0,184;125
"815";0,266601243048741;932;0,304874059535492;258;0,084396467124632;1052;0,344128230291135;3057;65;0,52;37;0,296;23;0,184;125
"832";0,272162250572457;954;0,31207065750736;245;0,0801439319594374;1026;0,335623159960746;3057;65;0,52;37;0,296;23;0,184;125
"842";0,27543343146876;914;0,298985933922146;288;0,0942100098135427;1013;0,331370624795551;3057;65;0,52;37;0,296;23;0,184;125
"830";0,271508014393196;909;0,297350343473994;261;0,0853778213935231;1057;0,345763820739287;3057;65;0,52;37;0,296;23;0,184;125
"828";0,270853778213935;965;0,315668956493294;275;0,0899574746483481;989;0,323519790644423;3057;65;0,52;37;0,296;23;0,184;125
"791";0,258750408897612;936;0,306182531894014;251;0,0821066404972195;1079;0,352960418711155;3057;65;0,52;37;0,296;23;0,184;125
"830";0,271508014393196;953;0,31174353941773;252;0,0824337585868499;1022;0,334314687602224;3057;65;0,52;37;0,296;23;0,184;125
"819";0,267909715407262;941;0,307818122342166;259;0,0847235852142623;1038;0,33954857703631;3057;65;0,52;37;0,296;23;0,184;125
"818";0,267582597317632;920;0,300948642459928;256;0,0837422309453713;1063;0,347726529277069;3057;65;0,52;37;0,296;23;0,184;125
"814";0,26627412495911;948;0,310107948969578;255;0,0834151128557409;1040;0,340202813215571;3057;65;0,52;37;0,296;23;0,184;125
"795";0,260058881256133;969;0,316977428851816;244;0,079816813869807;1049;0,343146876022244;3057;65;0,52;37;0,296;23;0,184;125
"821";0,268563951586523;960;0,314033366045142;278;0,0909388289172391;998;0,326463853451096;3057;65;0,52;37;0,296;23;0,184;125
"854";0,279358848544325;933;0,305201177625123;245;0,0801439319594374;1025;0,335296041871115;3057;65;0,52;37;0,296;23;0,184;125
"871";0,284919856068041;932;0,304874059535492;247;0,0807981681386981;1007;0,329407916257769;3057;65;0,52;37;0,296;23;0,184;125
"824";0,269545305855414;961;0,314360484134773;237;0,0775269872423945;1035;0,338567222767419;3057;65;0,52;37;0,296;23;0,184;125
"809";0,264638534510958;933;0,305201177625123;273;0,0893032384690873;1042;0,340857049394832;3057;65;0,52;37;0,296;23;0,184;125
"814";0,26627412495911;960;0,314033366045142;237;0,0775269872423945;1046;0,342165521753353;3057;65;0,52;37;0,296;23;0,184;125
"830";0,271508014393196;963;0,315014720314033;274;0,0896303565587177;990;0,323846908734053;3057;65;0,52;37;0,296;23;0,184;125
"810";0,264965652600589;950;0,310762185148839;280;0,0915930650964998;1017;0,332679097154073;3057;65;0,52;37;0,296;23;0,184;125
"790";0,258423290807982;946;0,309453712790317;256;0,0837422309453713;1065;0,34838076545633;3057;65;0,52;37;0,296;23;0,184;125
"821";0,268563951586523;960;0,314033366045142;259;0,0847235852142623;1017;0,332679097154073;3057;65;0,52;37;0,296;23;0,184;125
"812";0,26561988877985;959;0,313706247955512;247;0,0807981681386981;1039;0,33987569512594;3057;65;0,52;37;0,296;23;0,184;125
"824";0,269545305855414;935;0,305855413804383;261;0,0853778213935231;1037;0,33922145894668;3057;65;0,52;37;0,296;23;0,184;125
"833";0,272489368662087;929;0,303892705266601;255;0,0834151128557409;1040;0,340202813215571;3057;65;0,52;37;0,296;23;0,184;125
"829";0,271180896303566;929;0,303892705266601;260;0,0850507033038927;1039;0,33987569512594;3057;65;0,52;37;0,296;23;0,184;125
