"","season","region","Phylum","abondance","rank"
"35","Fall","1-Mediterranean sea","Bacillariophyceae.x",0.0015685686273724,46.5
"36","Fall","1-Mediterranean sea","Bacteriastrum",0.00319448277445518,33
"37","Fall","1-Mediterranean sea","Bellerochea",0,216.5
"38","Fall","1-Mediterranean sea","Biddulphia",0.000372535049000944,99.5
"39","Fall","1-Mediterranean sea","Biddulphiaceae",0,216.5
"40","Fall","1-Mediterranean sea","Bleakeleya",0,216.5
"41","Fall","1-Mediterranean sea","Blepharocysta",0,216.5
"42","Fall","1-Mediterranean sea","Brockmanniella",0,216.5
"43","Fall","1-Mediterranean sea","Caloneis",0,216.5
"44","Fall","1-Mediterranean sea","Campylodiscus",0,216.5
"45","Fall","1-Mediterranean sea","Campyloneis",0,216.5
"46","Fall","1-Mediterranean sea","Campylosira",0,216.5
"47","Fall","1-Mediterranean sea","Centriques",0.000470570588211719,90
"48","Fall","1-Mediterranean sea","Centrodinium",0,216.5
"49","Fall","1-Mediterranean sea","Cerataulina",0.0113427785775297,14
"50","Fall","1-Mediterranean sea","Ceratiaceae",0.00019607107842155,117
"51","Fall","1-Mediterranean sea","Ceratium",0.000413056405208065,97
"52","Fall","1-Mediterranean sea","Ceratocorys",0,216.5
"53","Fall","1-Mediterranean sea","Ceratoperidinium",0,216.5
"54","Fall","1-Mediterranean sea","Chaetoceros",0.103774315920011,3
"55","Fall","1-Mediterranean sea","Chaetocerotaceae",0,216.5
"56","Fall","1-Mediterranean sea","Chattonella",0,216.5
"57","Fall","1-Mediterranean sea","Chattonellales",0,216.5
"58","Fall","1-Mediterranean sea","Chlorodendrales",0,216.5
"59","Fall","1-Mediterranean sea","Chlorophyceae",0,216.5
"60","Fall","1-Mediterranean sea","Choanofila",0,216.5
"61","Fall","1-Mediterranean sea","Chromista.x",0,216.5
"62","Fall","1-Mediterranean sea","Chrysochromulina",0.0015540895323505,48
"63","Fall","1-Mediterranean sea","Chrysophyceae.x",0,216.5
"64","Fall","1-Mediterranean sea","Ciliophora.x",0.00125485490189792,56.5
"65","Fall","1-Mediterranean sea","Climaconeis",0,216.5
"66","Fall","1-Mediterranean sea","Climacosphenia",0,216.5
"67","Fall","1-Mediterranean sea","Closterium",0,216.5
"68","Fall","1-Mediterranean sea","Coccolithaceae",0,216.5
"69","Fall","1-Mediterranean sea","Coccolithophora",0,216.5
"70","Fall","1-Mediterranean sea","Coccolithus",0,216.5
"71","Fall","1-Mediterranean sea","Cocconeis",0.00067141376695464,80
"72","Fall","1-Mediterranean sea","Coccosphaerales",0,216.5
"73","Fall","1-Mediterranean sea","Cochlodinium",0.00606513202583994,21
"74","Fall","1-Mediterranean sea","Coolia",0,216.5
"75","Fall","1-Mediterranean sea","Corethron",0.00031371372547448,105
"76","Fall","1-Mediterranean sea","Corymbellus",0,216.5
"77","Fall","1-Mediterranean sea","Corythodinium",0.000658798823496407,81
"78","Fall","1-Mediterranean sea","Coscinodiscaceae",0,216.5
"79","Fall","1-Mediterranean sea","Coscinodiscales",0,216.5
"80","Fall","1-Mediterranean sea","Coscinodiscophycidae",0,216.5
"81","Fall","1-Mediterranean sea","Coscinodiscus",0.000470570588211719,90
"82","Fall","1-Mediterranean sea","Cosmarium",0,216.5
"83","Fall","1-Mediterranean sea","Crucigenia",0,216.5
"84","Fall","1-Mediterranean sea","Cryptomonadales",0,216.5
"85","Fall","1-Mediterranean sea","Cryptophyceae.x",0.0607399784851639,6
"86","Fall","1-Mediterranean sea","Cyanobacteria",0,216.5
"87","Fall","1-Mediterranean sea","Cyanophyceae.x",0,216.5
"88","Fall","1-Mediterranean sea","Cyclotella",0,216.5
"89","Fall","1-Mediterranean sea","Cylindrotheca",0.0663907156619775,5
"90","Fall","1-Mediterranean sea","Cymatosiraceae",0.00658798823496407,20
"91","Fall","1-Mediterranean sea","Cymbella",0,216.5
"92","Fall","1-Mediterranean sea","Cymbellaceae",0.00015685686273724,122
"93","Fall","1-Mediterranean sea","Dactyliosolen",0.011845517429204,13
"94","Fall","1-Mediterranean sea","Delphineis",0,216.5
"95","Fall","1-Mediterranean sea","Desmodesmus",0,216.5
"96","Fall","1-Mediterranean sea","Detonula",0.00141171176463516,51
"97","Fall","1-Mediterranean sea","Diatoma",0,216.5
"98","Fall","1-Mediterranean sea","Dictyocha",0.0234279801396006,9
"99","Fall","1-Mediterranean sea","Dictyochaceae",0,216.5
"100","Fall","1-Mediterranean sea","Dictyochales",0,216.5
"101","Fall","1-Mediterranean sea","Dictyochophyceae.x",0,216.5
"102","Fall","1-Mediterranean sea","Dinobryon",0.00510905210058438,24
"103","Fall","1-Mediterranean sea","Dinoflagellata.x",0,216.5
"104","Fall","1-Mediterranean sea","Dinophyceae.x",0.00415670686253685,26
"105","Fall","1-Mediterranean sea","Dinophysiaceae",0,216.5
"106","Fall","1-Mediterranean sea","Dinophysiales",0,216.5
"107","Fall","1-Mediterranean sea","Dinophysis",0.000283666469300787,111
"108","Fall","1-Mediterranean sea","Diploneis",0.000651936335751653,82
"109","Fall","1-Mediterranean sea","Diplopsalis",0.00209219374268642,39
"110","Fall","1-Mediterranean sea","Diplopsalopsis",0,216.5
"111","Fall","1-Mediterranean sea","Ditylum",0.000885779930751472,69
"112","Fall","1-Mediterranean sea","Donkinia",0,216.5
"113","Fall","1-Mediterranean sea","Ebria",0.00139899364062944,52
"114","Fall","1-Mediterranean sea","Ebriaceae",0.00015685686273724,122
"115","Fall","1-Mediterranean sea","Ensiculifera",0,216.5
"116","Fall","1-Mediterranean sea","Entomoneidaceae",0,216.5
"117","Fall","1-Mediterranean sea","Entomoneis",0.00192506149722976,42
"118","Fall","1-Mediterranean sea","Eucampia",0.00441440027989089,25
"119","Fall","1-Mediterranean sea","Euglena",0.000444427777755513,94
"120","Fall","1-Mediterranean sea","Euglenaceae",0,216.5
"121","Fall","1-Mediterranean sea","Euglenia",0,216.5
"122","Fall","1-Mediterranean sea","Euglenoidea",0.003775610963633,29
"123","Fall","1-Mediterranean sea","Eunotogramma",0,216.5
"124","Fall","1-Mediterranean sea","Eutreptia",0.00086794130714606,72
"125","Fall","1-Mediterranean sea","Eutreptiaceae",0.00138034039208771,54
"126","Fall","1-Mediterranean sea","Eutreptiella",0.00154242581691619,49
"127","Fall","1-Mediterranean sea","Eutreptiida",0,216.5
"128","Fall","1-Mediterranean sea","Fibrocapsa",0,216.5
"129","Fall","1-Mediterranean sea","Fragilaria",0.00219599607832136,38
"130","Fall","1-Mediterranean sea","Fragilariaceae",0,216.5
"131","Fall","1-Mediterranean sea","Fragilidium",0,216.5
"132","Fall","1-Mediterranean sea","Gambierdiscus",0,216.5
"133","Fall","1-Mediterranean sea","Gomphonema",0,216.5
"134","Fall","1-Mediterranean sea","Gomphonemataceae",0,216.5
"135","Fall","1-Mediterranean sea","Goniodoma",0.000182999673193446,118
"136","Fall","1-Mediterranean sea","Goniodomataceae",0,216.5
"137","Fall","1-Mediterranean sea","Gonyaulacaceae",0,216.5
"138","Fall","1-Mediterranean sea","Gonyaulacales",0,216.5
"139","Fall","1-Mediterranean sea","Gonyaulax",0.00941949716953012,15
"140","Fall","1-Mediterranean sea","Grammatophora",0.000790395620026611,75
"141","Fall","1-Mediterranean sea","Guinardia",0.00346867562371214,30
"142","Fall","1-Mediterranean sea","Gymnodiniaceae",0.00015685686273724,122
"143","Fall","1-Mediterranean sea","Gymnodiniales",0.0060508071981927,23
"144","Fall","1-Mediterranean sea","Gymnodinium",0.00239370633617666,37
"145","Fall","1-Mediterranean sea","Gyrodinium",0.00109926642349548,61
"146","Fall","1-Mediterranean sea","Gyrosigma",0,216.5
"147","Fall","1-Mediterranean sea","Halosphaera",0,216.5
"148","Fall","1-Mediterranean sea","Hantzschia",0,216.5
"149","Fall","1-Mediterranean sea","Haptolina",0,216.5
"150","Fall","1-Mediterranean sea","Haslea",0,216.5
"151","Fall","1-Mediterranean sea","Helicostomella",0,216.5
"152","Fall","1-Mediterranean sea","Helicotheca",0.000705855882317579,78.5
"153","Fall","1-Mediterranean sea","Heliopeltaceae",0,216.5
"154","Fall","1-Mediterranean sea","Hemiaulus",0.00261552594135667,35
"155","Fall","1-Mediterranean sea","Hemidiscaceae",0,216.5
"156","Fall","1-Mediterranean sea","Hermesinum",0.00256573011191628,36
"157","Fall","1-Mediterranean sea","Heterocapsa",0.00667941337781663,19
"158","Fall","1-Mediterranean sea","Heterocapsaceae",0,216.5
"159","Fall","1-Mediterranean sea","Heterosigma",0.000983920320806322,65
"160","Fall","1-Mediterranean sea","Hyalodiscaceae",0,216.5
"161","Fall","1-Mediterranean sea","Isthmia",0,216.5
"162","Fall","1-Mediterranean sea","Karenia",0.00171971005786415,45
"163","Fall","1-Mediterranean sea","Kareniaceae",0.000470570588211719,90
"164","Fall","1-Mediterranean sea","Karlodinium",0.00194600545333388,41
"165","Fall","1-Mediterranean sea","Katodinium",0.00130590299332128,55
"166","Fall","1-Mediterranean sea","Kofoidinium",0,216.5
"167","Fall","1-Mediterranean sea","Kryptoperidinium",0,216.5
"168","Fall","1-Mediterranean sea","Laboea",0,216.5
"169","Fall","1-Mediterranean sea","Lauderia",0.00392142156843099,28
"170","Fall","1-Mediterranean sea","Lepidodinium",0.000219599607832136,115
"171","Fall","1-Mediterranean sea","Leptocylindraceae",0,216.5
"172","Fall","1-Mediterranean sea","Leptocylindrus",0.060452702802336,7
"173","Fall","1-Mediterranean sea","Lessardia",0,216.5
"174","Fall","1-Mediterranean sea","Levanderina",0,216.5
"175","Fall","1-Mediterranean sea","Licmophora",0.000608827822956401,85
"176","Fall","1-Mediterranean sea","Lingulodinium",0.000288178887354464,108
"177","Fall","1-Mediterranean sea","Lioloma",0.00605137265191562,22
"178","Fall","1-Mediterranean sea","Lithodesmiaceae",0,216.5
"179","Fall","1-Mediterranean sea","Lithodesmium",0.00301088660912702,34
"180","Fall","1-Mediterranean sea","Lyrella",0,216.5
"181","Fall","1-Mediterranean sea","Mediopyxis",0.000627427450948959,83.5
"182","Fall","1-Mediterranean sea","Melosira",0.00185613954239067,44
"183","Fall","1-Mediterranean sea","Melosiraceae",0,216.5
"184","Fall","1-Mediterranean sea","Meringosphaera",0,216.5
"185","Fall","1-Mediterranean sea","Merismopedia",0,216.5
"186","Fall","1-Mediterranean sea","Mesodinium",0.000425754341715365,95
"187","Fall","1-Mediterranean sea","Mesoporos",0,216.5
"188","Fall","1-Mediterranean sea","Metaphalacroma",0,216.5
"189","Fall","1-Mediterranean sea","Meuniera",0,216.5
"190","Fall","1-Mediterranean sea","Micracanthodinium",0,216.5
"191","Fall","1-Mediterranean sea","Microcystis",0,216.5
"192","Fall","1-Mediterranean sea","Minutocellus",0,216.5
"193","Fall","1-Mediterranean sea","Navicula",0.00883612265075865,16
"194","Fall","1-Mediterranean sea","Naviculaceae",0,216.5
"195","Fall","1-Mediterranean sea","Naviculales",0.00031371372547448,105
"196","Fall","1-Mediterranean sea","Nematodinium",0,216.5
"197","Fall","1-Mediterranean sea","Neocalyptrella",0,216.5
"198","Fall","1-Mediterranean sea","Neoceratium",0.000287570915018273,109.5
"199","Fall","1-Mediterranean sea","Nitzschia",0.0955649060289241,4
"200","Fall","1-Mediterranean sea","Noctiluca",0.000372535049000944,99.5
"201","Fall","1-Mediterranean sea","Noctilucaceae",0,216.5
"202","Fall","1-Mediterranean sea","Noctilucales",0.00015685686273724,122
"203","Fall","1-Mediterranean sea","Oblea",0.00104571241824827,63
"204","Fall","1-Mediterranean sea","Octactis",0,216.5
"205","Fall","1-Mediterranean sea","Odontella",0.000336121848722657,102
"206","Fall","1-Mediterranean sea","Olisthodiscus",0,216.5
"207","Fall","1-Mediterranean sea","Ophiaster",0.000448162464963542,93
"208","Fall","1-Mediterranean sea","Ornithocercus",0,216.5
"209","Fall","1-Mediterranean sea","Oscillatoria",0.000603295625912461,87
"210","Fall","1-Mediterranean sea","Ostreopsis",0.000141171176463516,126
"211","Fall","1-Mediterranean sea","Oxyrrhis",0,216.5
"212","Fall","1-Mediterranean sea","Oxytoxaceae",0,216.5
"213","Fall","1-Mediterranean sea","Oxytoxum",0.00111966905309148,60
"214","Fall","1-Mediterranean sea","Pachysphaera",0,216.5
"215","Fall","1-Mediterranean sea","Palaeophalacroma",0,216.5
"216","Fall","1-Mediterranean sea","Paralia",0.00329399411748204,32
"217","Fall","1-Mediterranean sea","Pediastrum",0.00015685686273724,122
"218","Fall","1-Mediterranean sea","Pedinellales",0,216.5
"219","Fall","1-Mediterranean sea","Pennées",0.000875096181586706,70
"220","Fall","1-Mediterranean sea","Peridiniaceae",0,216.5
"221","Fall","1-Mediterranean sea","Peridiniales",0.000627427450948959,83.5
"222","Fall","1-Mediterranean sea","Peridiniella",0.00031371372547448,105
"223","Fall","1-Mediterranean sea","Peridiniida",0,216.5
"224","Fall","1-Mediterranean sea","Peridinium",0.000841737699456234,73
"225","Fall","1-Mediterranean sea","Phaeocystis",0,216.5
"226","Fall","1-Mediterranean sea","Phalacroma",0.00119985314483421,59
"227","Fall","1-Mediterranean sea","Phytoflagellés",0,216.5
"228","Fall","1-Mediterranean sea","Pinnularia",0,216.5
"229","Fall","1-Mediterranean sea","Plagiogramma",0,216.5
"230","Fall","1-Mediterranean sea","Plagiogrammopsis",0,216.5
"231","Fall","1-Mediterranean sea","Plagiolemma",0,216.5
"232","Fall","1-Mediterranean sea","Plagiotropidaceae",0,216.5
"233","Fall","1-Mediterranean sea","Plagiotropis",0,216.5
"234","Fall","1-Mediterranean sea","Pleurosigma",0.000873169869237301,71
"235","Fall","1-Mediterranean sea","Podolampas",0.000370752584651658,101
"236","Fall","1-Mediterranean sea","Podosira",0,216.5
"237","Fall","1-Mediterranean sea","Polykrikaceae",0,216.5
"238","Fall","1-Mediterranean sea","Polykrikos",0.000896324929927084,68
"239","Fall","1-Mediterranean sea","Porosira",0.0015685686273724,46.5
"240","Fall","1-Mediterranean sea","Prasinophyceae",0.000998180035600617,64
"241","Fall","1-Mediterranean sea","Proboscia",0.00138057986821403,53
"242","Fall","1-Mediterranean sea","Pronoctiluca",0.000772665286816774,76
"243","Fall","1-Mediterranean sea","Prorocentraceae",0,216.5
"244","Fall","1-Mediterranean sea","Prorocentrales",0,216.5
"245","Fall","1-Mediterranean sea","Prorocentrum",0.0133476622377561,11
"246","Fall","1-Mediterranean sea","Protoceratium",2.94106617632325e-05,127
"247","Fall","1-Mediterranean sea","Protoctista",0,216.5
"248","Fall","1-Mediterranean sea","Protoperidinium",0.00123653050204544,58
"249","Fall","1-Mediterranean sea","Prymnesiaceae",0,216.5
"250","Fall","1-Mediterranean sea","Prymnesiales",0,216.5
"251","Fall","1-Mediterranean sea","Prymnesiophyceae",0,216.5
"252","Fall","1-Mediterranean sea","Prymnesium",0,216.5
"253","Fall","1-Mediterranean sea","Pseliodinium",0.000224081232481771,114
"254","Fall","1-Mediterranean sea","Pseudo-nitzschia",0.122075952214265,2
"255","Fall","1-Mediterranean sea","Pseudopedinella",0,216.5
"256","Fall","1-Mediterranean sea","Pseudosolenia",0.00125485490189792,56.5
"257","Fall","1-Mediterranean sea","Pyramimonas",0,216.5
"258","Fall","1-Mediterranean sea","Pyrocystaceae",0,216.5
"259","Fall","1-Mediterranean sea","Pyrocystis",0.00015685686273724,122
"260","Fall","1-Mediterranean sea","Pyrophacaceae",0,216.5
"261","Fall","1-Mediterranean sea","Pyrophacus",0.00027449950979017,112
"262","Fall","1-Mediterranean sea","Raphidophyceae.x",0,216.5
"263","Fall","1-Mediterranean sea","Rhabdonema",0,216.5
"264","Fall","1-Mediterranean sea","Rhaphoneis",0,216.5
"265","Fall","1-Mediterranean sea","Rhizosolenia",0.00341562698297302,31
"266","Fall","1-Mediterranean sea","Rhizosoleniaceae",0,216.5
"267","Fall","1-Mediterranean sea","Scenedesmus",0.000982969673153369,66
"268","Fall","1-Mediterranean sea","Schroederella",0,216.5
"269","Fall","1-Mediterranean sea","Scrippsiella",0.00195562258620724,40
"270","Fall","1-Mediterranean sea","Selenastrum",0,216.5
"271","Fall","1-Mediterranean sea","Sinophysis",0,216.5
"272","Fall","1-Mediterranean sea","Skeletonema",0.174049238325513,1
"273","Fall","1-Mediterranean sea","Spatulodinium",0,216.5
"274","Fall","1-Mediterranean sea","Staurastrum",0,216.5
"275","Fall","1-Mediterranean sea","Stauroneis",0,216.5
"276","Fall","1-Mediterranean sea","Stephanopyxis",0,216.5
"277","Fall","1-Mediterranean sea","Striatella",0.000452116839654397,92
"278","Fall","1-Mediterranean sea","Surirella",0,216.5
"279","Fall","1-Mediterranean sea","Surirellaceae",0,216.5
"280","Fall","1-Mediterranean sea","Synedra",0.0127054058817164,12
"281","Fall","1-Mediterranean sea","Tabellaria",0,216.5
"282","Fall","1-Mediterranean sea","Tetraselmis",0,216.5
"283","Fall","1-Mediterranean sea","Thalassionema",0.00785526392916019,17
"284","Fall","1-Mediterranean sea","Thalassionemataceae",0.00688124236964674,18
"285","Fall","1-Mediterranean sea","Thalassiosira",0.0162571717666338,10
"286","Fall","1-Mediterranean sea","Thalassiosiraceae",0,216.5
"287","Fall","1-Mediterranean sea","Thalassiosirales",0,216.5
"288","Fall","1-Mediterranean sea","Thalassiothrix",0.00401369031121761,27
"289","Fall","1-Mediterranean sea","Thecadinium",0,216.5
"290","Fall","1-Mediterranean sea","Tiarina",0,216.5
"291","Fall","1-Mediterranean sea","Tintinnidae",0,216.5
"292","Fall","1-Mediterranean sea","Tintinnina",0.000392142156843099,98
"293","Fall","1-Mediterranean sea","Torodinium",0.000250970980379584,113
"294","Fall","1-Mediterranean sea","Toxarium",0,216.5
"295","Fall","1-Mediterranean sea","Toxonidea",0,216.5
"296","Fall","1-Mediterranean sea","Trachyneis",0,216.5
"297","Fall","1-Mediterranean sea","Triadinium",0,216.5
"298","Fall","1-Mediterranean sea","Triceratiaceae",0,216.5
"299","Fall","1-Mediterranean sea","Triceratium",0,216.5
"300","Fall","1-Mediterranean sea","Trieres",0.000287570915018273,109.5
"301","Fall","1-Mediterranean sea","Trigonium",0.000705855882317579,78.5
"302","Fall","1-Mediterranean sea","Tripos",0.000517627647032891,88
"303","Fall","1-Mediterranean sea","Vulcanodinium",0,216.5
"304","Fall","1-Mediterranean sea","Warnowia",0,216.5
"305","Fall","1-Mediterranean sea","Warnowiaceae",0,216.5
"306","Fall","2-Eastern Channel - North Sea","Achnanthaceae",0,207.5
"307","Fall","2-Eastern Channel - North Sea","Achnanthes",0,207.5
"308","Fall","2-Eastern Channel - North Sea","Actinastrum",0,207.5
"309","Fall","2-Eastern Channel - North Sea","Actinocyclus",0.000144868979521826,106.5
"310","Fall","2-Eastern Channel - North Sea","Actinoptychus",0.000310858331321308,98
"311","Fall","2-Eastern Channel - North Sea","Adenoides",0,207.5
"312","Fall","2-Eastern Channel - North Sea","Akashiwo",0.0607791218630207,4
"313","Fall","2-Eastern Channel - North Sea","Alexandrium",0.000502876445165139,94
"314","Fall","2-Eastern Channel - North Sea","Amphidiniopsis",0,207.5
"315","Fall","2-Eastern Channel - North Sea","Amphidinium",0.00108338630717887,68
"316","Fall","2-Eastern Channel - North Sea","Amphidoma",0,207.5
"317","Fall","2-Eastern Channel - North Sea","Amphidomataceae",0,207.5
"318","Fall","2-Eastern Channel - North Sea","Amphiprora",0,207.5
"319","Fall","2-Eastern Channel - North Sea","Amphora",0,207.5
"320","Fall","2-Eastern Channel - North Sea","Amylax",0,207.5
"321","Fall","2-Eastern Channel - North Sea","Anabaena",0,207.5
"322","Fall","2-Eastern Channel - North Sea","Ankistrodesmus",0,207.5
"323","Fall","2-Eastern Channel - North Sea","Apedinella",0,207.5
"324","Fall","2-Eastern Channel - North Sea","Archaeperidinium",0,207.5
"325","Fall","2-Eastern Channel - North Sea","Asterionella",0.00149613438601166,60
"326","Fall","2-Eastern Channel - North Sea","Asterionellopsis",0.0194590910673307,12
"327","Fall","2-Eastern Channel - North Sea","Asterolampra",0,207.5
"328","Fall","2-Eastern Channel - North Sea","Asterolampraceae",0,207.5
"329","Fall","2-Eastern Channel - North Sea","Asteromphalus",0,207.5
"330","Fall","2-Eastern Channel - North Sea","Asteroplanus",0,207.5
"331","Fall","2-Eastern Channel - North Sea","Attheya",0.00132023930004224,62
"332","Fall","2-Eastern Channel - North Sea","Aulacodiscaceae",0,207.5
"333","Fall","2-Eastern Channel - North Sea","Aulacodiscus",0,207.5
"334","Fall","2-Eastern Channel - North Sea","Aulacoseira",0,207.5
"335","Fall","2-Eastern Channel - North Sea","Aulacoseiraceae",0,207.5
"336","Fall","2-Eastern Channel - North Sea","Auricula",0,207.5
"337","Fall","2-Eastern Channel - North Sea","Azadinium",0.00508200380162566,32.5
"338","Fall","2-Eastern Channel - North Sea","Bacillaria",0,207.5
"339","Fall","2-Eastern Channel - North Sea","Bacillariaceae",0.00560701971444828,31
"340","Fall","2-Eastern Channel - North Sea","Bacillariophyceae.x",0.00258905011235424,43
"341","Fall","2-Eastern Channel - North Sea","Bacteriastrum",0.00586719367063396,30
"342","Fall","2-Eastern Channel - North Sea","Bellerochea",0.000579475918087305,90
"343","Fall","2-Eastern Channel - North Sea","Biddulphia",0.00162114261151661,57
"344","Fall","2-Eastern Channel - North Sea","Biddulphiaceae",0,207.5
"345","Fall","2-Eastern Channel - North Sea","Bleakeleya",0,207.5
"346","Fall","2-Eastern Channel - North Sea","Blepharocysta",0,207.5
"347","Fall","2-Eastern Channel - North Sea","Brockmanniella",0.0101673878794402,17
"348","Fall","2-Eastern Channel - North Sea","Caloneis",0,207.5
"349","Fall","2-Eastern Channel - North Sea","Campylodiscus",0,207.5
"350","Fall","2-Eastern Channel - North Sea","Campyloneis",0,207.5
"351","Fall","2-Eastern Channel - North Sea","Campylosira",0,207.5
"352","Fall","2-Eastern Channel - North Sea","Centriques",0.000540384288692526,92
"353","Fall","2-Eastern Channel - North Sea","Centrodinium",0,207.5
"354","Fall","2-Eastern Channel - North Sea","Cerataulina",0.00216588039399254,49
"355","Fall","2-Eastern Channel - North Sea","Ceratiaceae",0.000144868979521826,106.5
"356","Fall","2-Eastern Channel - North Sea","Ceratium",0.000289737959043652,100
"357","Fall","2-Eastern Channel - North Sea","Ceratocorys",0,207.5
"358","Fall","2-Eastern Channel - North Sea","Ceratoperidinium",0,207.5
"359","Fall","2-Eastern Channel - North Sea","Chaetoceros",0.214905208787732,1
"360","Fall","2-Eastern Channel - North Sea","Chaetocerotaceae",0.000579475918087305,90
"361","Fall","2-Eastern Channel - North Sea","Chattonella",0,207.5
"362","Fall","2-Eastern Channel - North Sea","Chattonellales",0.000289737959043652,100
"363","Fall","2-Eastern Channel - North Sea","Chlorodendrales",0,207.5
"364","Fall","2-Eastern Channel - North Sea","Chlorophyceae",0.025731869590966,10
"365","Fall","2-Eastern Channel - North Sea","Choanofila",0.0106382120628861,16
"366","Fall","2-Eastern Channel - North Sea","Chromista.x",0,207.5
"367","Fall","2-Eastern Channel - North Sea","Chrysochromulina",0.00101408285665278,72
"368","Fall","2-Eastern Channel - North Sea","Chrysophyceae.x",0.00508200380162566,32.5
"369","Fall","2-Eastern Channel - North Sea","Ciliophora.x",0.00339627810854034,40
"370","Fall","2-Eastern Channel - North Sea","Climaconeis",0,207.5
"371","Fall","2-Eastern Channel - North Sea","Climacosphenia",0,207.5
"372","Fall","2-Eastern Channel - North Sea","Closterium",0,207.5
"373","Fall","2-Eastern Channel - North Sea","Coccolithaceae",0,207.5
"374","Fall","2-Eastern Channel - North Sea","Coccolithophora",0,207.5
"375","Fall","2-Eastern Channel - North Sea","Coccolithus",0,207.5
"376","Fall","2-Eastern Channel - North Sea","Cocconeis",0,207.5
"377","Fall","2-Eastern Channel - North Sea","Coccosphaerales",0.00354928999828474,39
"378","Fall","2-Eastern Channel - North Sea","Cochlodinium",0.000869213877130957,75
"379","Fall","2-Eastern Channel - North Sea","Coolia",0,207.5
"380","Fall","2-Eastern Channel - North Sea","Corethron",0.000520079636483356,93
"381","Fall","2-Eastern Channel - North Sea","Corymbellus",0,207.5
"382","Fall","2-Eastern Channel - North Sea","Corythodinium",0,207.5
"383","Fall","2-Eastern Channel - North Sea","Coscinodiscaceae",0,207.5
"384","Fall","2-Eastern Channel - North Sea","Coscinodiscales",0,207.5
"385","Fall","2-Eastern Channel - North Sea","Coscinodiscophycidae",0,207.5
"386","Fall","2-Eastern Channel - North Sea","Coscinodiscus",0.000582602038171723,88
"387","Fall","2-Eastern Channel - North Sea","Cosmarium",0,207.5
"388","Fall","2-Eastern Channel - North Sea","Crucigenia",0,207.5
"389","Fall","2-Eastern Channel - North Sea","Cryptomonadales",0,207.5
"390","Fall","2-Eastern Channel - North Sea","Cryptophyceae.x",0.0912003783712628,3
"391","Fall","2-Eastern Channel - North Sea","Cyanobacteria",0,207.5
"392","Fall","2-Eastern Channel - North Sea","Cyanophyceae.x",0,207.5
"393","Fall","2-Eastern Channel - North Sea","Cyclotella",0,207.5
"394","Fall","2-Eastern Channel - North Sea","Cylindrotheca",0.00443729660137033,36
"395","Fall","2-Eastern Channel - North Sea","Cymatosiraceae",0,207.5
"396","Fall","2-Eastern Channel - North Sea","Cymbella",0,207.5
"397","Fall","2-Eastern Channel - North Sea","Cymbellaceae",0,207.5
"398","Fall","2-Eastern Channel - North Sea","Dactyliosolen",0.00630229448072053,29
"399","Fall","2-Eastern Channel - North Sea","Delphineis",0.0442889035138228,5
"400","Fall","2-Eastern Channel - North Sea","Desmodesmus",0,207.5
"401","Fall","2-Eastern Channel - North Sea","Detonula",0,207.5
