"Code_point_Libelle";"Date";"N_Bac";"P_Bac";"N_Dino";"P_Dino";"N_others";"P_others";"N_BacBac_neg";"P_BacBac_neg_tot";"P_BacBac_neg_neg";"N_BacDino_neg";"P_BacDino_neg_tot";"P_BacDino_neg_neg";"N_DinoDino_neg";"P_DinoDino_neg_tot";"P_DinoDino_neg_neg";"N_OtherA_neg";"P_OtherA_neg_tot";"P_OtherA_neg_neg"
"Anse de Carteau 2";2009-02-16;6;0,545454545454545;2;0,181818181818182;3;0,272727272727273;1;0,027027027027027;0,111111111111111;1;0,027027027027027;0,111111111111111;1;0,027027027027027;0,111111111111111;6;0,162162162162162;0,666666666666667
"Anse de Carteau 2";2009-03-02;9;0,818181818181818;1;0,0909090909090909;1;0,0909090909090909;6;0,122448979591837;0,5;0;0;0;0;0;0;6;0,122448979591837;0,5
"Anse de Carteau 2";2009-03-16;11;0,785714285714286;1;0,0714285714285714;2;0,142857142857143;9;0,126760563380282;0,692307692307692;0;0;0;0;0;0;4;0,0563380281690141;0,307692307692308
"Anse de Carteau 2";2009-03-30;12;0,75;1;0,0625;3;0,1875;6;0,0666666666666667;0,3;2;0,0222222222222222;0,1;0;0;0;12;0,133333333333333;0,6
"Anse de Carteau 2";2009-04-14;7;0,7;3;0,3;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA
"Anse de Carteau 2";2009-04-27;7;0,583333333333333;3;0,25;2;0,166666666666667;1;0,0178571428571429;0,0625;3;0,0535714285714286;0,1875;0;0;0;12;0,214285714285714;0,75
"Anse de Carteau 2";2009-05-11;16;0,695652173913043;6;0,260869565217391;1;0,0434782608695652;13;0,0634146341463415;0,5;11;0,0536585365853659;0,423076923076923;0;0;0;2;0,00975609756097561;0,0769230769230769
"Anse de Carteau 2";2009-05-25;9;0,6;5;0,333333333333333;1;0,0666666666666667;0;0;0;1;0,01;1;0;0;0;0;0;0
"Anse de Carteau 2";2009-06-08;10;0,555555555555556;7;0,388888888888889;1;0,0555555555555556;8;0,062015503875969;0,275862068965517;10;0,0775193798449612;0,344827586206897;0;0;0;11;0,0852713178294574;0,379310344827586
"Anse de Carteau 2";2009-06-22;12;0,857142857142857;2;0,142857142857143;0;0;10;0,151515151515152;0,769230769230769;3;0,0454545454545455;0,230769230769231;0;0;0;0;0;0
"Anse de Carteau 2";2009-07-06;9;0,692307692307692;4;0,307692307692308;0;0;7;0,102941176470588;0,7;3;0,0441176470588235;0,3;0;0;0;0;0;0
"Anse de Carteau 2";2009-07-20;12;0,666666666666667;4;0,222222222222222;2;0,111111111111111;8;0,0597014925373134;0,307692307692308;5;0,0373134328358209;0,192307692307692;1;0,00746268656716418;0,0384615384615385;12;0,0895522388059701;0,461538461538462
"Anse de Carteau 2";2009-08-03;14;0,823529411764706;3;0,176470588235294;0;0;7;0,0603448275862069;0,636363636363636;4;0,0344827586206897;0,363636363636364;0;0;0;0;0;0
"Anse de Carteau 2";2009-08-17;11;0,647058823529412;6;0,352941176470588;0;0;6;0,0545454545454545;0,3;12;0,109090909090909;0,6;2;0,0181818181818182;0,1;0;0;0
"Anse de Carteau 2";2009-08-31;15;0,681818181818182;6;0,272727272727273;1;0,0454545454545455;16;0,0898876404494382;0,571428571428571;6;0,0337078651685393;0,214285714285714;0;0;0;6;0,0337078651685393;0,214285714285714
"Anse de Carteau 2";2009-09-16;13;0,722222222222222;3;0,166666666666667;2;0,111111111111111;8;0,0707964601769911;0,5;5;0,0442477876106195;0,3125;0;0;0;3;0,0265486725663717;0,1875
"Anse de Carteau 2";2009-09-28;11;0,733333333333333;3;0,2;1;0,0666666666666667;0;0;0;0;0;0;0;0;0;3;0,0303030303030303;1
"Anse de Carteau 2";2009-10-26;13;0,590909090909091;6;0,272727272727273;3;0,136363636363636;9;0,0494505494505494;0,243243243243243;11;0,0604395604395604;0,297297297297297;1;0,00549450549450549;0,027027027027027;16;0,0879120879120879;0,432432432432432
"Anse de Carteau 2";2009-11-09;13;0,65;3;0,15;4;0,2;8;0,0540540540540541;0,275862068965517;2;0,0135135135135135;0,0689655172413793;1;0,00675675675675676;0,0344827586206897;18;0,121621621621622;0,620689655172414
"Anse de Carteau 2";2009-11-23;15;0,789473684210526;3;0,157894736842105;1;0,0526315789473684;9;0,0647482014388489;0,5;6;0,0431654676258993;0,333333333333333;0;0;0;3;0,0215827338129496;0,166666666666667
"Anse de Carteau 2";2009-12-07;15;0,833333333333333;1;0,0555555555555556;2;0,111111111111111;7;0,0569105691056911;0,583333333333333;1;0,00813008130081301;0,0833333333333333;0;0;0;4;0,032520325203252;0,333333333333333
"Anse de Carteau 2";2009-12-21;18;0,818181818181818;2;0,0909090909090909;2;0,0909090909090909;11;0,0555555555555556;0,366666666666667;4;0,0202020202020202;0,133333333333333;0;0;0;15;0,0757575757575758;0,5
"Anse de Carteau 2";2010-01-04;8;0,571428571428571;3;0,214285714285714;3;0,214285714285714;7;0,0985915492957746;0,35;2;0,028169014084507;0,1;0;0;0;11;0,154929577464789;0,55
"Anse de Carteau 2";2010-01-18;8;0,666666666666667;2;0,166666666666667;2;0,166666666666667;2;0,04;0,25;0;0;0;0;0;0;6;0,12;0,75
"Anse de Carteau 2";2010-02-01;7;0,636363636363636;2;0,181818181818182;2;0,181818181818182;1;0,0277777777777778;0,111111111111111;5;0,138888888888889;0,555555555555556;0;0;0;3;0,0833333333333333;0,333333333333333
"Anse de Carteau 2";2010-02-15;11;0,846153846153846;1;0,0769230769230769;1;0,0769230769230769;7;0,14;0,875;0;0;0;0;0;0;1;0,02;0,125
"Anse de Carteau 2";2010-03-01;11;0,611111111111111;3;0,166666666666667;4;0,222222222222222;6;0,0521739130434783;0,333333333333333;1;0,00869565217391304;0,0555555555555556;0;0;0;11;0,0956521739130435;0,611111111111111
"Anse de Carteau 2";2010-03-15;7;0,7;3;0,3;0;0;4;0,114285714285714;0,571428571428571;3;0,0857142857142857;0,428571428571429;0;0;0;0;0;0
"Anse de Carteau 2";2010-03-29;11;0,647058823529412;5;0,294117647058824;1;0,0588235294117647;7;0,0642201834862385;0,269230769230769;9;0,0825688073394495;0,346153846153846;2;0,018348623853211;0,0769230769230769;8;0,073394495412844;0,307692307692308
"Anse de Carteau 2";2010-04-12;12;0,666666666666667;2;0,111111111111111;4;0,222222222222222;2;0,0168067226890756;0,166666666666667;1;0,00840336134453781;0,0833333333333333;0;0;0;9;0,0756302521008403;0,75
"Anse de Carteau 2";2010-04-27;13;0,65;6;0,3;1;0,05;10;0,0684931506849315;0,5;8;0,0547945205479452;0,4;0;0;0;2;0,0136986301369863;0,1
"Anse de Carteau 2";2010-05-10;12;0,666666666666667;3;0,166666666666667;3;0,166666666666667;8;0,0792079207920792;0,347826086956522;2;0,0198019801980198;0,0869565217391304;1;0,0099009900990099;0,0434782608695652;12;0,118811881188119;0,521739130434783
"Anse de Carteau 2";2010-05-25;10;0,666666666666667;5;0,333333333333333;0;0;8;0,0930232558139535;0,571428571428571;6;0,0697674418604651;0,428571428571429;0;0;0;0;0;0
"Anse de Carteau 2";2010-06-07;9;0,6;5;0,333333333333333;1;0,0666666666666667;1;0,0111111111111111;0,0833333333333333;3;0,0333333333333333;0,25;0;0;0;8;0,0888888888888889;0,666666666666667
"Anse de Carteau 2";2010-06-21;6;0,666666666666667;2;0,222222222222222;1;0,111111111111111;4;0,137931034482759;0,444444444444444;1;0,0344827586206897;0,111111111111111;0;0;0;4;0,137931034482759;0,444444444444444
"Anse de Carteau 2";2010-07-05;10;0,434782608695652;12;0,521739130434783;1;0,0434782608695652;12;0,0585365853658537;0,25531914893617;25;0,121951219512195;0,531914893617021;1;0,0048780487804878;0,0212765957446809;9;0,0439024390243902;0,191489361702128
"Anse de Carteau 2";2010-07-19;13;0,619047619047619;8;0,380952380952381;0;0;16;0,0952380952380952;0,432432432432432;18;0,107142857142857;0,486486486486487;3;0,0178571428571429;0,0810810810810811;0;0;0
"Anse de Carteau 2";2010-08-02;11;0,55;8;0,4;1;0,05;8;0,0479041916167665;0,275862068965517;10;0,0598802395209581;0,344827586206897;2;0,0119760479041916;0,0689655172413793;9;0,0538922155688623;0,310344827586207
"Anse de Carteau 2";2010-08-17;10;0,588235294117647;6;0,352941176470588;1;0,0588235294117647;8;0,0727272727272727;0,888888888888889;1;0,00909090909090909;0,111111111111111;0;0;0;0;0;0
"Anse de Carteau 2";2010-08-30;13;0,65;7;0,35;0;0;9;0,05625;0,36;13;0,08125;0,52;3;0,01875;0,12;0;0;0
"Anse de Carteau 2";2010-09-15;12;0,6;5;0,25;3;0,15;8;0,049079754601227;0,307692307692308;6;0,0368098159509202;0,230769230769231;0;0;0;12;0,0736196319018405;0,461538461538462
"Anse de Carteau 2";2010-09-27;12;0,8;0;0;3;0,2;14;0,197183098591549;0,736842105263158;0;0;0;0;0;0;5;0,0704225352112676;0,263157894736842
"Anse de Carteau 2";2010-10-12;14;0,636363636363636;6;0,272727272727273;2;0,0909090909090909;7;0,0395480225988701;0,333333333333333;5;0,0282485875706215;0,238095238095238;2;0,0112994350282486;0,0952380952380952;7;0,0395480225988701;0,333333333333333
"Anse de Carteau 2";2010-11-08;10;0,666666666666667;2;0,133333333333333;3;0,2;8;0,0975609756097561;0,347826086956522;2;0,024390243902439;0,0869565217391304;0;0;0;13;0,158536585365854;0,565217391304348
"Anse de Carteau 2";2010-11-22;8;0,571428571428571;3;0,214285714285714;3;0,214285714285714;5;0,0657894736842105;0,263157894736842;5;0,0657894736842105;0,263157894736842;1;0,0131578947368421;0,0526315789473684;8;0,105263157894737;0,421052631578947
"Anse de Carteau 2";2011-01-03;9;0,75;0;0;3;0,25;5;0,104166666666667;0,5;0;0;0;0;0;0;5;0,104166666666667;0,5
"Anse de Carteau 2";2011-01-31;7;0,777777777777778;2;0,222222222222222;0;0;3;0,0882352941176471;1;0;0;0;0;0;0;0;0;0
"Anse de Carteau 2";2011-02-14;5;0,625;1;0,125;2;0,25;0;0;0;3;0,1875;0,6;0;0;0;2;0,125;0,4
"Anse de Carteau 2";2011-02-28;8;0,615384615384615;1;0,0769230769230769;4;0,307692307692308;4;0,08;0,266666666666667;5;0,1;0,333333333333333;0;0;0;6;0,12;0,4
"Anse de Carteau 2";2011-03-14;10;0,666666666666667;4;0,266666666666667;1;0,0666666666666667;3;0,037037037037037;0,3;2;0,0246913580246914;0,2;1;0,0123456790123457;0,1;4;0,0493827160493827;0,4
"Anse de Carteau 2";2011-03-28;9;0,75;2;0,166666666666667;1;0,0833333333333333;0;0;0;0;0;0;0;0;0;3;0,0517241379310345;1
"Anse de Carteau 2";2011-04-11;9;0,6;4;0,266666666666667;2;0,133333333333333;8;0,0963855421686747;0,32;8;0,0963855421686747;0,32;0;0;0;9;0,108433734939759;0,36
"Anse de Carteau 2";2011-04-26;12;0,545454545454545;8;0,363636363636364;2;0,0909090909090909;9;0,0481283422459893;0,225;8;0,0427807486631016;0,2;3;0,0160427807486631;0,075;20;0,106951871657754;0,5
"Anse de Carteau 2";2011-05-09;8;0,727272727272727;2;0,181818181818182;1;0,0909090909090909;6;0,13953488372093;0,428571428571429;2;0,0465116279069767;0,142857142857143;0;0;0;6;0,13953488372093;0,428571428571429
"Anse de Carteau 2";2011-05-23;10;0,526315789473684;7;0,368421052631579;2;0,105263157894737;7;0,0492957746478873;0,259259259259259;8;0,0563380281690141;0,296296296296296;0;0;0;12;0,0845070422535211;0,444444444444444
"Anse de Carteau 2";2011-06-06;10;0,555555555555556;8;0,444444444444444;0;0;2;0,0165289256198347;0,153846153846154;10;0,0826446280991736;0,769230769230769;1;0,00826446280991736;0,0769230769230769;0;0;0
"Anse de Carteau 2";2011-06-20;12;0,6;7;0,35;1;0,05;9;0,0523255813953488;0,409090909090909;5;0,0290697674418605;0,227272727272727;2;0,0116279069767442;0,0909090909090909;6;0,0348837209302326;0,272727272727273
"Anse de Carteau 2";2011-07-04;12;0,631578947368421;5;0,263157894736842;2;0,105263157894737;13;0,1015625;0,433333333333333;9;0,0703125;0,3;1;0,0078125;0,0333333333333333;7;0,0546875;0,233333333333333
"Anse de Carteau 2";2011-07-18;10;0,555555555555556;8;0,444444444444444;0;0;4;0,031496062992126;0,266666666666667;8;0,062992125984252;0,533333333333333;3;0,0236220472440945;0,2;0;0;0
"Anse de Carteau 2";2011-08-01;6;0,4;7;0,466666666666667;2;0,133333333333333;5;0,0581395348837209;0,3125;3;0,0348837209302326;0,1875;0;0;0;8;0,0930232558139535;0,5
"Anse de Carteau 2";2011-08-16;9;0,642857142857143;4;0,285714285714286;1;0,0714285714285714;3;0,038961038961039;0,272727272727273;2;0,025974025974026;0,181818181818182;0;0;0;6;0,0779220779220779;0,545454545454545
"Anse de Carteau 2";2011-08-29;13;0,619047619047619;8;0,380952380952381;0;0;14;0,0869565217391304;0,482758620689655;13;0,0807453416149068;0,448275862068966;2;0,0124223602484472;0,0689655172413793;0;0;0
"Anse de Carteau 2";2011-09-12;12;0,545454545454545;9;0,409090909090909;1;0,0454545454545455;6;0,0303030303030303;0,222222222222222;11;0,0555555555555556;0,407407407407407;6;0,0303030303030303;0,222222222222222;4;0,0202020202020202;0,148148148148148
"Anse de Carteau 2";2011-09-26;4;0,4;5;0,5;1;0,1;0;0;0;7;0,170731707317073;0,5;2;0,0487804878048781;0,142857142857143;5;0,121951219512195;0,357142857142857
"Anse de Carteau 2";2011-10-10;7;0,7;2;0,2;1;0,1;6;0,176470588235294;0,6;1;0,0294117647058824;0,1;0;0;0;3;0,0882352941176471;0,3
"Anse de Carteau 2";2011-10-24;5;0,416666666666667;4;0,333333333333333;3;0,25;3;0,0588235294117647;0,176470588235294;2;0,0392156862745098;0,117647058823529;0;0;0;12;0,235294117647059;0,705882352941177
"Anse de Carteau 2";2011-11-07;10;0,714285714285714;3;0,214285714285714;1;0,0714285714285714;9;0,132352941176471;0,473684210526316;7;0,102941176470588;0,368421052631579;1;0,0147058823529412;0,0526315789473684;2;0,0294117647058824;0,105263157894737
"Anse de Carteau 2";2011-11-21;12;0,75;2;0,125;2;0,125;7;0,0721649484536082;0,777777777777778;1;0,0103092783505155;0,111111111111111;0;0;0;1;0,0103092783505155;0,111111111111111
"Anse de Carteau 2";2011-12-05;13;0,8125;2;0,125;1;0,0625;8;0,0842105263157895;0,8;2;0,0210526315789474;0,2;0;0;0;0;0;0
"Anse de Carteau 2";2011-12-19;9;0,818181818181818;1;0,0909090909090909;1;0,0909090909090909;7;0,159090909090909;0,4375;3;0,0681818181818182;0,1875;0;0;0;6;0,136363636363636;0,375
"Anse de Carteau 2";2012-01-02;6;0,666666666666667;2;0,222222222222222;1;0,111111111111111;3;0,107142857142857;0,6;1;0,0357142857142857;0,2;0;0;0;1;0,0357142857142857;0,2
"Anse de Carteau 2";2012-01-16;10;0,555555555555556;5;0,277777777777778;3;0,166666666666667;8;0,0661157024793388;0,275862068965517;9;0,0743801652892562;0,310344827586207;0;0;0;12;0,0991735537190083;0,413793103448276
"Anse de Carteau 2";2012-01-30;8;0,666666666666667;2;0,166666666666667;2;0,166666666666667;3;0,0638297872340425;0,3;3;0,0638297872340425;0,3;0;0;0;4;0,0851063829787234;0,4
"Anse de Carteau 2";2012-02-21;15;0,75;3;0,15;2;0,1;14;0,0886075949367089;0,583333333333333;3;0,0189873417721519;0,125;0;0;0;7;0,0443037974683544;0,291666666666667
"Anse de Carteau 2";2012-02-27;14;0,777777777777778;2;0,111111111111111;2;0,111111111111111;12;0,096;0,705882352941177;2;0,016;0,117647058823529;0;0;0;3;0,024;0,176470588235294
"Anse de Carteau 2";2012-03-12;13;0,866666666666667;1;0,0666666666666667;1;0,0666666666666667;12;0,136363636363636;0,705882352941177;3;0,0340909090909091;0,176470588235294;0;0;0;2;0,0227272727272727;0,117647058823529
"Anse de Carteau 2";2012-03-26;8;0,470588235294118;6;0,352941176470588;3;0,176470588235294;4;0,0333333333333333;0,266666666666667;0;0;0;0;0;0;11;0,0916666666666667;0,733333333333333
"Anse de Carteau 2";2012-04-10;14;0,777777777777778;3;0,166666666666667;1;0,0555555555555556;13;0,128712871287129;0,541666666666667;6;0,0594059405940594;0,25;1;0,0099009900990099;0,0416666666666667;4;0,0396039603960396;0,166666666666667
"Anse de Carteau 2";2012-04-23;11;0,6875;4;0,25;1;0,0625;2;0,0224719101123595;0,142857142857143;7;0,0786516853932584;0,5;0;0;0;5;0,0561797752808989;0,357142857142857
"Anse de Carteau 2";2012-05-09;14;0,7;5;0,25;1;0,05;13;0,0802469135802469;0,52;7;0,0432098765432099;0,28;2;0,0123456790123457;0,08;3;0,0185185185185185;0,12
"Anse de Carteau 2";2012-05-21;9;0,692307692307692;3;0,230769230769231;1;0,0769230769230769;6;0,1;0,5;2;0,0333333333333333;0,166666666666667;0;0;0;4;0,0666666666666667;0,333333333333333
"Anse de Carteau 2";2012-06-04;10;0,476190476190476;9;0,428571428571429;2;0,0952380952380952;7;0,0421686746987952;0,411764705882353;6;0,036144578313253;0,352941176470588;2;0,0120481927710843;0,117647058823529;2;0,0120481927710843;0,117647058823529
"Anse de Carteau 2";2012-06-18;8;0,533333333333333;6;0,4;1;0,0666666666666667;6;0,0681818181818182;0,4;6;0,0681818181818182;0,4;1;0,0113636363636364;0,0666666666666667;2;0,0227272727272727;0,133333333333333
"Anse de Carteau 2";2012-07-02;16;0,592592592592593;9;0,333333333333333;2;0,0740740740740741;8;0,0306513409961686;0,363636363636364;13;0,0498084291187739;0,590909090909091;0;0;0;1;0,00383141762452107;0,0454545454545455
